Legacy for Assassin or Knight,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Assassin or Knight. You win the game. You may only play this if you are a Assassin or a Knight
Legacy for Alchemist or Trickster,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Alchemist or Trickster. You win the game. You may only play this if you are a Alchemist or a Trickster
Legacy for Martial Artist or Patron,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Martial Artist or Patron. You win the game. You may only play this if you are a Martial Artist or a Patron
Legacy for Mad Scientist or Revolutionary,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Mad Scientist or Revolutionary. You win the game. You may only play this if you are a Mad Scientist or a Revolutionary
War Hero,icons/trophy-cup.svg,You achieve a great legacy: War Hero. You win the game. You may only play this if you are a Battle Mage or a General
Legacy for Battle Mage or Revolutionary,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Battle Mage or Revolutionary. You win the game. You may only play this if you are a Battle Mage or a Revolutionary
Legacy for Assassin or Martial Artist,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Assassin or Martial Artist. You win the game. You may only play this if you are a Assassin or a Martial Artist
Legacy for General or Minister for the Arts,icons/trophy-cup.svg,You achieve a great legacy: Legacy for General or Minister for the Arts. You win the game. You may only play this if you are a General or a Minister for the Arts
Coup Leader,icons/trophy-cup.svg,You achieve a great legacy: Coup Leader. You win the game. You may only play this if you are a Revolutionary or a Usurper
Legacy for High Chancellor or Inventor,icons/trophy-cup.svg,You achieve a great legacy: Legacy for High Chancellor or Inventor. You win the game. You may only play this if you are a High Chancellor or a Inventor
Legacy for Politician or Private General,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Politician or Private General. You win the game. You may only play this if you are a Politician or a Private General
Legacy for Prophet or Trickster,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Prophet or Trickster. You win the game. You may only play this if you are a Prophet or a Trickster
Legacy for Art Forger or Minister for the Arts,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Art Forger or Minister for the Arts. You win the game. You may only play this if you are a Art Forger or a Minister for the Arts
Legacy for Dark Sorcerer or Usurper,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Dark Sorcerer or Usurper. You win the game. You may only play this if you are a Dark Sorcerer or a Usurper
Legacy for Alchemist or Weaponsmith,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Alchemist or Weaponsmith. You win the game. You may only play this if you are a Alchemist or a Weaponsmith
Legacy for Assassin or Cleric,icons/trophy-cup.svg,You achieve a great legacy: Legacy for Assassin or Cleric. You win the game. You may only play this if you are a Assassin or a Cleric
